full_address,latitude,longitude,location_type
"30 E 60TH ST STE 904, NEW YORK, NY 10022, USA",40.763742,-73.9701959,ROOFTOP
"112 E 61ST ST, NEW YORK, NY 10065, USA",40.7637446,-73.9683991,ROOFTOP
"106 E 61ST ST, NEW YORK, NY 10065, USA",40.7639262,-73.9686062,ROOFTOP
"130 W 56TH ST FL 3, NEW YORK, NY 10019, USA",40.764017,-73.979231,ROOFTOP
"260 E 66TH ST, NEW YORK, NY 10021, USA",40.764064,-73.9632759,ROOFTOP
"850 7TH AVE, NEW YORK, NY 10019, USA",40.7640679,-73.9814793,ROOFTOP
"210 E 64TH ST, NEW YORK, NY 10065, USA",40.7640723,-73.9633151,ROOFTOP
"210 E 64TH ST, NEW YORK, NY 10021, USA",40.7640723,-73.9633151,ROOFTOP
"850 7TH AVE STE 1106, NEW YORK, NY 10019, USA",40.7640916,-73.9814143,ROOFTOP
"37 W 57TH ST, NEW YORK, NY 10019, USA",40.764104,-73.97595439999999,ROOFTOP
"327 E 65TH ST, NEW YORK, NY 10065, USA",40.764134,-73.9602323,ROOFTOP
"1275 YORK AVENUE, BOX 435, NEW YORK, NY 10065, USA",40.7642009,-73.9560777,ROOFTOP
"1275 YORK AVE, NEW YORK, NY 10065, USA",40.7642009,-73.9560777,ROOFTOP
"1275 YORK AVE, NEW YORK, NY 10021, USA",40.7642009,-73.9560777,ROOFTOP
"16 E 60TH ST, NEW YORK, NY 10022, USA",40.7642312,-73.9714145,ROOFTOP
"1233 2ND AVE, NEW YORK, NY 10065, USA",40.7642621,-73.9621171,ROOFTOP
"250 W 54TH ST STE 805, NEW YORK, NY 10019, USA",40.7642666,-73.9833057,ROOFTOP
"525 E 68TH ST # 140, NEW YORK, NY 10065, USA",40.764341,-73.95409409999999,ROOFTOP
"525 E 68TH ST RM A900, NEW YORK, NY 10065, USA",40.7643962,-73.9539303,ROOFTOP
"425 E 67TH ST, NEW YORK, NY 10065, USA",40.7644103,-73.9574291,ROOFTOP
"57 W 57TH ST, NEW YORK, NY 10019, USA",40.7644381,-73.9766479,ROOFTOP
"57 W 57TH ST STE 704, NEW YORK, NY 10019, USA",40.764456,-73.9767688,ROOFTOP
"333 E 66TH ST APT 1C, NEW YORK, NY 10065, USA",40.764463,-73.959311,ROOFTOP
"424 W 51ST ST, NEW YORK, NY 10019, USA",40.7644644,-73.9897632,ROOFTOP
"438 W 51ST ST FL 5, NEW YORK, NY 10019, USA",40.7646333,-73.9902847,ROOFTOP
"415 W 51ST ST, NEW YORK, NY 10019, USA",40.7646993,-73.98935279999999,ROOFTOP
"773 9TH AVE, NEW YORK, NY 10019, USA",40.7647234,-73.9884132,ROOFTOP
"200 E 65TH ST APT 28N, NEW YORK, NY 10065, USA",40.7647766,-73.96355489999999,ROOFTOP
"563 PARK AVE, NEW YORK, NY 10065, USA",40.7647849,-73.96798489999999,ROOFTOP
"1250 1ST AVE, NEW YORK, NY 10065, USA",40.7647997,-73.95778229999999,ROOFTOP
"10 RIVER RD APT 6H, NEW YORK, NY 10044, USA",40.7648139,-73.9473867,ROOFTOP
"10 RIVER RD, NEW YORK, NY 10044, USA",40.7648139,-73.9473867,ROOFTOP
"119 W 57TH ST, NEW YORK, NY 10019, USA",40.7648279,-73.9780289,ROOFTOP
"1300 YORK AVE - ROOM C-302, NEW YORK, NY 10065, USA",40.7648575,-73.9548643,ROOFTOP
"1300 YORK AVE, NEW YORK, NY 10065, USA",40.7648575,-73.9548643,ROOFTOP
"525 EAST 68TH STREET, NEW YORK, NY 10065, USA",40.7648658,-73.9539836,GEOMETRIC_CENTER
"525 EAST 68TH STREET, NEW YORK, NY 10021, USA",40.7648658,-73.9539836,GEOMETRIC_CENTER
"525 E 68TH ST, NEW YORK, NY 10065, USA",40.7648658,-73.9539836,GEOMETRIC_CENTER
"525 E 68TH ST, NEW YORK, NY 10021, USA",40.7648658,-73.9539836,GEOMETRIC_CENTER
"445 E 68TH ST, NEW YORK, NY 10065, USA",40.7648815,-73.956784,ROOFTOP
"525 E 70TH ST, NEW YORK, NY 10021, USA",40.7648899,-73.9524263,ROOFTOP
"332 E 67TH ST APT 14, NEW YORK, NY 10065, USA",40.7649,-73.9593913,ROOFTOP
"310 E 67TH ST, NEW YORK, NY 10065, USA",40.7649371,-73.96018269999999,ROOFTOP
"310 EAST 67TH STREET, NEW YORK, NY 10065, USA",40.7649371,-73.96018269999999,ROOFTOP
"142 W 57TH ST STE 9-128, NEW YORK, NY 10019, USA",40.7649513,-73.9791194,ROOFTOP
"116 E 63RD ST, NEW YORK, NY 10065, USA",40.7649569,-73.9671204,ROOFTOP
"535 E 70TH ST, NEW YORK, NY 10021, USA",40.765048,-73.9529124,ROOFTOP
"535 EAST 70TH STREET, NEW YORK, NY 10021, USA",40.765048,-73.9529124,ROOFTOP
"119 W 57TH ST STE 1100, NEW YORK, NY 10019, USA",40.7650497,-73.9779824,ROOFTOP
"119 W 57TH ST STE 212, NEW YORK, NY 10019, USA",40.7650497,-73.9779824,ROOFTOP
"30 CENTRAL PARK S, NEW YORK, NY 10019, USA",40.76505969999999,-73.9751217,ROOFTOP
"436 E 69TH ST, NEW YORK, NY 10021, USA",40.7651309,-73.9558984,ROOFTOP
"157 E 64TH ST FL 2, NEW YORK, NY 10065, USA",40.7653163,-73.9655089,ROOFTOP
"427 W 52ND ST, NEW YORK, NY 10019, USA",40.76547559999999,-73.9892187,ROOFTOP
"1305 YORK AVE, NEW YORK, NY 10021, USA",40.7654885,-73.9549784,ROOFTOP
"200 W 57TH ST, NEW YORK, NY 10019, USA",40.7656021,-73.98038520000001,ROOFTOP
"800A 5TH AVE, NEW YORK, NY 10065, USA",40.7657125,-73.9715764,ROOFTOP
"505 E 70TH ST STE 400, NEW YORK, NY 10021, USA",40.7657186,-73.9541658,ROOFTOP
"353 E 68TH ST, NEW YORK, NY 10065, USA",40.7657326,-73.9582854,ROOFTOP
"1320 YORK AVE APT 18D, NEW YORK, NY 10021, USA",40.7658261,-73.9541476,ROOFTOP
"1320 YORK AVE APT 24A, NEW YORK, NY 10021, USA",40.7658261,-73.9541476,ROOFTOP
"1320 YORK AVE, NEW YORK, NY 10021, USA",40.7658261,-73.9541476,ROOFTOP
"580 PARK AVE, NEW YORK, NY 10021, USA",40.7658504,-73.9680655,ROOFTOP
"435 E 70TH ST, NEW YORK, NY 10021, USA",40.7659324,-73.955058,ROOFTOP
"128 CENTRAL PARK S, NEW YORK, NY 10019, USA",40.7660187,-73.97754730000001,ROOFTOP
"300 W 57TH ST, NEW YORK, NY 10019, USA",40.7662354,-73.9834869,ROOFTOP
"250 W 57TH STREET SUITE 930, NEW YORK, NY 10019, USA",40.7662425,-73.982406,ROOFTOP
"430 E 71ST ST, NEW YORK, NY 10021, USA",40.7662857,-73.95496949999999,ROOFTOP
"523 E 72ND ST, NEW YORK, NY 10021, USA",40.7664934,-73.95248889999999,ROOFTOP
"201 E 67TH ST, NEW YORK, NY 10065, USA",40.7664934,-73.9624749,ROOFTOP
"400 E 71ST ST, NEW YORK, NY 10021, USA",40.7667674,-73.95619479999999,ROOFTOP
"200 CENTRAL PARK S, NEW YORK, NY 10019, USA",40.7667768,-73.9796054,ROOFTOP
"535 W 52ND ST, NEW YORK, NY 10019, USA",40.7668332,-73.9924328,ROOFTOP
"333 W 56TH ST APT 1F, NEW YORK, NY 10019, USA",40.7669499,-73.9851656,ROOFTOP
"620 PARK AVE, NEW YORK, NY 10065, USA",40.7670034,-73.9673325,ROOFTOP
"620 PARK AVENUE, NEW YORK, NY 10021, USA",40.7670034,-73.9673325,ROOFTOP
"899 LEXINGTON AVE, NEW YORK, NY 10065, USA",40.7670223,-73.96443769999999,ROOFTOP
"3 COLUMBUS CIR, NEW YORK, NY 10019, USA",40.7670223,-73.9819553,ROOFTOP
"310 E 70TH ST APT 2C, NEW YORK, NY 10021, USA",40.7670389,-73.958821,ROOFTOP
"315 W 57TH ST, NEW YORK, NY 10019, USA",40.7673801,-73.9837605,ROOFTOP
"66 E 66TH ST, NEW YORK, NY 10021, USA",40.7674044,-73.9671113,ROOFTOP
"219 E 69TH ST, NEW YORK, NY 10021, USA",40.7674236,-73.9607108,ROOFTOP
"315 W 57TH ST STE 208, NEW YORK, NY 10019, USA",40.767447,-73.9838244,ROOFTOP
"331 E 71ST ST STE 1B, NEW YORK, NY 10021, USA",40.7676876,-73.9572573,ROOFTOP
"330 W 58TH ST, NEW YORK, NY 10019, USA",40.7676898,-73.9833596,ROOFTOP
"331 E 71ST ST, NEW YORK, NY 10021, USA",40.7677185,-73.9573703,ROOFTOP
"331 W 57TH ST, NEW YORK, NY 10019, USA",40.767783,-73.98428849999999,GEOMETRIC_CENTER
"350 W 58TH ST, NEW YORK, NY 10019, USA",40.7679745,-73.9848366,ROOFTOP
"408 W 57TH ST, NEW YORK, NY 10019, USA",40.7680488,-73.9865975,ROOFTOP
"44 E 67TH ST, NEW YORK, NY 10065, USA",40.7680999,-73.9670545,ROOFTOP
"202 E 70TH ST, NEW YORK, NY 10021, USA",40.7681618,-73.96114349999999,ROOFTOP
"1000 10TH AVE # 2T, NEW YORK, NY 10019, USA",40.7682394,-73.9869351,ROOFTOP
"655 PARK AVE, NEW YORK, NY 10065, USA",40.7682666,-73.9655763,ROOFTOP
"51 E 67TH ST, NEW YORK, NY 10065, USA",40.7682886,-73.9665479,ROOFTOP
"325 EAST 72ND STREET, NEW YORK, NY 10021, USA",40.768435,-73.9569707,ROOFTOP
"302 E 72ND ST, NEW YORK, NY 10021, USA",40.76849720000001,-73.9581546,ROOFTOP
"MMC MANHATTAN PRACTICE AT 71ST STREET, NEW YORK, NY 10021, USA",40.76874189999999,-73.9597198,ROOFTOP
"MMC MANHATTAN PRACTICE AT PARK AVE, NEW YORK, NY 10028, USA",40.76874189999999,-73.9597198,ROOFTOP
"853 5TH AVE, NEW YORK, NY 10065, USA",40.7687921,-73.9694425,ROOFTOP
"787 11TH AVE, NEW YORK, NY 10019, USA",40.7687981,-73.9928321,ROOFTOP
"426 W 58TH ST, NEW YORK, NY 10019, USA",40.7688059,-73.9861939,ROOFTOP
"400 E 74TH ST, NEW YORK, NY 10021, USA",40.7688783,-73.95464919999999,ROOFTOP
"619 W 54TH ST, NEW YORK, NY 10019, USA",40.7689406,-73.9938557,ROOFTOP
"20 E 68TH ST, NEW YORK, NY 10065, USA",40.76922099999999,-73.9677081,ROOFTOP
"50 E 69TH ST, NEW YORK, NY 10021, USA",40.7692373,-73.96591529999999,ROOFTOP
"1841 BROADWAY, NEW YORK, NY 10023, USA",40.7692804,-73.98255309999999,ROOFTOP
"30 W 60TH ST APT 8L, NEW YORK, NY 10023, USA",40.76932679999999,-73.98389139999999,ROOFTOP
"1845 BROADWAY, NEW YORK, NY 10023, USA",40.7693612,-73.9824445,ROOFTOP
"1 COLUMBUS PL, NEW YORK, NY 10019, USA",40.7693699,-73.9854908,ROOFTOP
"30 W 60TH ST, NEW YORK, NY 10023, USA",40.76956939999999,-73.9838705,ROOFTOP
"860 5TH AVE, NEW YORK, NY 10065, USA",40.7695956,-73.9688773,ROOFTOP
"33 W 60TH ST, NEW YORK, NY 10023, USA",40.7696975,-73.9833311,ROOFTOP
"33 WEST 60TH ST, NEW YORK, NY 10023, USA",40.7696975,-73.9833311,ROOFTOP
"420 E 76TH ST, NEW YORK, NY 10021, USA",40.7697411,-73.9530951,ROOFTOP
"300 E 74TH ST, NEW YORK, NY 10021, USA",40.7697744,-73.9576055,GEOMETRIC_CENTER
"533 W 57TH ST, NEW YORK, NY 10019, USA",40.7697876,-73.9897276,ROOFTOP
"521 W 57TH ST, NEW YORK, NY 10019, USA",40.7698438,-73.98953060000001,ROOFTOP
"1 E 68TH ST STE 1E, NEW YORK, NY 10065, USA",40.7698562,-73.9685666,ROOFTOP
"50 E 70TH ST, NEW YORK, NY 10021, USA",40.7698715,-73.9652018,ROOFTOP
"328 E 75TH ST, NEW YORK, NY 10021, USA",40.76988300000001,-73.9554096,ROOFTOP
"114 E 71ST ST, NEW YORK, NY 10021, USA",40.7699425,-73.963708,ROOFTOP
"1000 10TH AVE, NEW YORK, NY 10019, USA",40.770024,-73.9874562,ROOFTOP
"124 W 60TH ST, NEW YORK, NY 10023, USA",40.7700882,-73.9858495,GEOMETRIC_CENTER
"SAINT VINCEN'T COMPREHENSIVE BREAST CENTER, NEW YORK, NY 10011, USA",40.7701073,-73.9858496,ROOFTOP
"425 W 59TH ST # 9A, NEW YORK, NY 10019, USA",40.770125,-73.9858757,ROOFTOP
"157 E 72ND ST, NEW YORK, NY 10021, USA",40.7702424,-73.96110879999999,ROOFTOP
"25 CENTRAL PARK W, NEW YORK, NY 10023, USA",40.770271,-73.98051099999999,ROOFTOP
"111 EAST 71ST STREET, NEW YORK, NY 10021, USA",40.7703256,-73.9638344,ROOFTOP
"737 PARK AVE, NEW YORK, NY 10021, USA",40.7703913,-73.9637714,ROOFTOP
"737 PARK AVE FRNT 1B, NEW YORK, NY 10021, USA",40.7704224,-73.9639068,ROOFTOP
"435 E 77TH ST, NEW YORK, NY 10075, USA",40.7705721,-73.95230819999999,ROOFTOP
"880 5TH AVE, NEW YORK, NY 10021, USA",40.7705833,-73.9680762,ROOFTOP
"880 FIFTH AVENUE, NEW YORK, NY 10021, USA",40.7705833,-73.9680762,ROOFTOP
"742 PARK AVE, NEW YORK, NY 10021, USA",40.770723,-73.9644184,ROOFTOP
"53 COLUMBUS AVE, NEW YORK, NY 10023, USA",40.7708369,-73.9832377,ROOFTOP
"10 AMSTERDAM AVE, NEW YORK, NY 10023, USA",40.7708733,-73.9875364,ROOFTOP
"117 EAST 72ND ST, NEW YORK, NY 10021, USA",40.7709196,-73.96277710000001,ROOFTOP
"515 W, 59TH ST.,, NEW YORK, NY 10019, USA",40.7710254,-73.9884383,ROOFTOP
"610 W 58TH ST, NEW YORK, NY 10019, USA",40.771038,-73.9916381,ROOFTOP
"133 E 73RD ST, NEW YORK, NY 10021, USA",40.7713452,-73.9618249,ROOFTOP
"171 E 74TH ST STE C4, NEW YORK, NY 10021, USA",40.7714669,-73.9601139,ROOFTOP
"171 E 74TH ST, NEW YORK, NY 10021, USA",40.7714669,-73.9601139,ROOFTOP
"760 PARK AVE, NEW YORK, NY 10021, USA",40.7714788,-73.9639598,ROOFTOP
"159 E 74TH ST, NEW YORK, NY 10021, USA",40.7716471,-73.9605358,ROOFTOP
"510 E 80TH ST, NEW YORK, NY 10075, USA",40.77165859999999,-73.9494302,ROOFTOP
"248 W 60TH ST, NEW YORK, NY 10023, USA",40.7717961,-73.9894089,ROOFTOP
"1317 3RD AVE FL 5, NEW YORK, NY 10021, USA",40.7718137,-73.95847049999999,ROOFTOP
"251 E 77TH ST, NEW YORK, NY 10075, USA",40.7724303,-73.9563826,ROOFTOP
"921 MADISON AVE, NEW YORK, NY 10021, USA",40.7725016,-73.9645065,ROOFTOP
"799 PARK AVE, NEW YORK, NY 10021, USA",40.7725395,-73.96244329999999,ROOFTOP
"330 E 79TH ST, NEW YORK, NY 10075, USA",40.7726182,-73.95393969999999,ROOFTOP
"532 E 82ND ST, NEW YORK, NY 10028, USA",40.7726288,-73.9476695,ROOFTOP
"65 CENTRAL PARK WEST, NEW YORK, NY 10023, USA",40.7727705,-73.97876509999999,ROOFTOP
"215 E 77TH ST APT 1D, NEW YORK, NY 10075, USA",40.7727913,-73.9572696,ROOFTOP
"308 E 79TH ST, NEW YORK, NY 10075, USA",40.7728342,-73.9545121,ROOFTOP
"155 E 76TH ST # 1J, NEW YORK, NY 10021, USA",40.7728944,-73.9595726,ROOFTOP
"923 5TH AVE, NEW YORK, NY 10021, USA",40.773185,-73.96601,ROOFTOP
"311 E 79TH ST, NEW YORK, NY 10075, USA",40.7732469,-73.95430259999999,ROOFTOP
"425 E 81ST ST, NEW YORK, NY 10028, USA",40.7732499,-73.9501928,ROOFTOP
"150 E 77TH ST, NEW YORK, NY 10075, USA",40.7732555,-73.95946020000001,ROOFTOP
"400 W 61ST ST APT 321, NEW YORK, NY 10023, USA",40.7733654,-73.9915426,ROOFTOP
"927 5TH AVE, NEW YORK, NY 10021, USA",40.773483,-73.96584,ROOFTOP
"130 E 77TH ST, NEW YORK, NY 10021, USA",40.7736922,-73.9603089,ROOFTOP
"130 E 77TH ST, NEW YORK, NY 10075, USA",40.7736922,-73.9603089,ROOFTOP
"100 E 77TH ST, NEW YORK, NY 10021, USA",40.7737506,-73.96082410000001,ROOFTOP
"100 EAST 77TH STREET, NY, NY 10021, USA",40.7737506,-73.96082410000001,ROOFTOP
"100 EAST 77TH. STREET, NEW YORK, NY 10075, USA",40.7737506,-73.96082410000001,ROOFTOP
"100 E77TH ST, NY, NY 10021, USA",40.7737506,-73.96082410000001,ROOFTOP
"100 E 77TH ST, NEW YORK, NY 10075, USA",40.7737506,-73.96082410000001,ROOFTOP
"8 E 75TH ST, NEW YORK, NY 10021, USA",40.7739097,-73.9649096,ROOFTOP
"30 E 76TH ST FL 6, NEW YORK, NY 10021, USA",40.774167,-73.963442,ROOFTOP
"149 EAST 78TH STREET, NEW YORK, NY 10075, USA",40.7742295,-73.9589788,ROOFTOP
"850 PARK AVE, NEW YORK, NY 10075, USA",40.7743195,-73.96213209999999,ROOFTOP
"850 PARK AVENUE, NEW YORK, NY 10075, USA",40.7743195,-73.96213209999999,ROOFTOP
"211 E 79TH ST, NEW YORK, NY 10075, USA",40.7743555,-73.95641789999999,ROOFTOP
"80 EAST 77TH STREET, NEW YORK, NY 10075, USA",40.7744357,-73.962004,ROOFTOP
"250 WEST 64TH STREET, NEW YORK, NY 10023, USA",40.774457,-73.9877072,ROOFTOP
"875 PARK AVE, NEW YORK, NY 10075, USA",40.7746099,-73.96074039999999,ROOFTOP
"875 PARK AVE # 1D, NEW YORK, NY 10021, USA",40.7746099,-73.96074039999999,ROOFTOP
"238 E 81ST ST APT 3B, NEW YORK, NY 10028, USA",40.7747273,-73.95473720000001,ROOFTOP
"885 PARK AVE, NEW YORK, NY 10075, USA",40.7750676,-73.96061999999999,ROOFTOP
"1143 LEXINGTON AVE, NEW YORK, NY 10075, USA",40.7751028,-73.95855259999999,ROOFTOP
"895 PARK AVE, NEW YORK, NY 10075, USA",40.7753111,-73.9603272,ROOFTOP
"1995 BROADWAY, NEW YORK, NY 10023, USA",40.7753403,-73.98245949999999,ROOFTOP
"138-140 E 80TH ST, NEW YORK, NY 10075, USA",40.7756256,-73.9587707,ROOFTOP
"74 E 79TH ST APT 1D, NEW YORK, NY 10075, USA",40.775634,-73.9611355,ROOFTOP
"911 PARK AVE, NEW YORK, NY 10075, USA",40.77598,-73.9598383,ROOFTOP
"50 E 79TH ST, NEW YORK, NY 10075, USA",40.7760455,-73.9619154,ROOFTOP
"79 E 79TH ST, NEW YORK, NY 10075, USA",40.7761383,-73.96098839999999,ROOFTOP
"111 E 80TH ST APT 1B, NEW YORK, NY 10075, USA",40.7761409,-73.95926650000001,ROOFTOP
"16 E 79TH ST, NEW YORK, NY 10075, USA",40.776388,-73.96268309999999,ROOFTOP
"244 E 84TH ST, NEW YORK, NY 10028, USA",40.7766271,-73.9532464,ROOFTOP
"50 W 72ND ST APT 905, NEW YORK, NY 10023, USA",40.7770249,-73.97845749999999,ROOFTOP
"2025 BROADWAY, NEW YORK, NY 10023, USA",40.77709650000001,-73.9824622,ROOFTOP
"15 W 72ND ST, NEW YORK, NY 10023, USA",40.7771439,-73.9768505,GEOMETRIC_CENTER
"336 E 86TH ST, NEW YORK, NY 10028, USA",40.777181,-73.9504882,ROOFTOP
"165 W END AVE APT 1F, NEW YORK, NY 10023, USA",40.77720420000001,-73.987256,ROOFTOP
"314 E 86TH ST, NEW YORK, NY 10028, USA",40.7773221,-73.951171,ROOFTOP
"41 W 72ND ST APT 1C, NEW YORK, NY 10023, USA",40.7773871,-73.9779855,ROOFTOP
"180 W END AVE, NEW YORK, NY 10023, USA",40.7774246,-73.98562,ROOFTOP
"126 E 83RD ST, NEW YORK, NY 10028, USA",40.7775437,-73.9575424,ROOFTOP
"229 E 85TH ST UNIT G, NEW YORK, NY 10028, USA",40.7776643,-73.95274979999999,ROOFTOP
"159 W 71ST ST APT 2A, NEW YORK, NY 10023, USA",40.7777037,-73.981132,ROOFTOP
"171 E 84TH ST, NEW YORK, NY 10028, USA",40.7779008,-73.9552911,ROOFTOP
"994 FIFTH AVENUE, NEW YORK, NY 10028, USA",40.7779232,-73.96274609999999,ROOFTOP
"125 W 72ND ST RM 5F, NEW YORK, NY 10023, USA",40.7780221,-73.9795709,ROOFTOP
"212 W 71 STREET, NEW YORK, NY 10023, USA",40.7780632,-73.9829862,ROOFTOP
"305 E 86TH ST APT 10AW, NEW YORK, NY 10028, USA",40.7780905,-73.9508685,ROOFTOP
"162 W 72ND ST, NEW YORK, NY 10023, USA",40.7781281,-73.9810929,ROOFTOP
"970 PARK AVE, NEW YORK, NY 10028, USA",40.7781515,-73.95910359999999,ROOFTOP
"211 W 71ST ST, NEW YORK, NY 10023, USA",40.7783993,-73.9825668,ROOFTOP
"155 W 72ND ST RM 606, NEW YORK, NY 10023, USA",40.7784145,-73.9805007,ROOFTOP
"210 E 86TH ST, NEW YORK, NY 10028, USA",40.7784319,-73.953377,ROOFTOP
"180 RIVERSIDE BLVD, NEW YORK, NY 10069, USA",40.778478,-73.9884206,GEOMETRIC_CENTER
"1009 PARK AVE, NEW YORK, NY 10028, USA",40.7790932,-73.9575883,ROOFTOP
"155 W 73RD ST APT 4B, NEW YORK, NY 10023, USA",40.7790942,-73.9799379,ROOFTOP
"243 W END AVE, NEW YORK, NY 10023, USA",40.7793373,-73.9850865,ROOFTOP
"1016 FIFTH AVENUE, NEW YORK, NY 10028, USA",40.7793527,-73.9614994,ROOFTOP
"42 W 76TH ST APT M3, NEW YORK, NY 10023, USA",40.7793961,-73.97606379999999,ROOFTOP
"35 E 84TH ST, NEW YORK, NY 10028, USA",40.77952270000001,-73.9593673,ROOFTOP
"240 W 73RD ST, NEW YORK, NY 10023, USA",40.7797279,-73.982675,ROOFTOP
"4 E. 84TH ST., NYC, NY 10028, USA",40.7798096,-73.9607649,ROOFTOP
"1035 PARK AVE, NEW YORK, NY 10028, USA",40.779837,-73.957166,ROOFTOP
"45 E 85TH ST, NEW YORK, NY 10028, USA",40.7799686,-73.95830029999999,ROOFTOP
"2109 BROADWAY APT 520, NEW YORK, NY 10023, USA",40.7801429,-73.9822097,ROOFTOP
"1045 PARK AVE, NEW YORK, NY 10028, USA",40.7802712,-73.9567847,ROOFTOP
"230 W 74TH ST, NEW YORK, NY 10023, USA",40.7803306,-73.98217369999999,ROOFTOP
"1034 FIFTH AVENUE, NEW YORK, NY 10028, USA",40.78046,-73.9609408,ROOFTOP
"1034 5TH AVE, NEW YORK, NY 10028, USA",40.78046,-73.9609408,ROOFTOP
"1040 PARK AVE, NEW YORK, NY 10028, USA",40.78053,-73.9575194,ROOFTOP
"2121 BROADWAY, NEW YORK, NY 10023, USA",40.7806256,-73.9818092,ROOFTOP
"1049 5TH AVE, NEW YORK, NY 10028, USA",40.7810802,-73.9598802,ROOFTOP
"113 W 78TH ST FRNT 1, NEW YORK, NY 10024, USA",40.7817577,-73.9766351,ROOFTOP
"252 W 76TH ST STE 1A, NEW YORK, NY 10023, USA",40.782076,-73.98210759999999,ROOFTOP
"124 W 79TH ST APT 1B, NEW YORK, NY 10024, USA",40.7821036,-73.9765979,ROOFTOP
"171 W 79TH ST, NEW YORK, NY 10024, USA",40.7830821,-73.97755649999999,ROOFTOP
"180 W 80TH ST, NEW YORK, NY 10024, USA",40.7835219,-73.9776507,ROOFTOP
"390 W END AVE, NEW YORK, NY 10024, USA",40.7837798,-73.98134519999999,ROOFTOP
"239 CENTRAL PARK W, NEW YORK, NY 10024, USA",40.7839781,-73.9708599,ROOFTOP
"241 CENTRAL PARK W APT 1A, NEW YORK, NY 10024, USA",40.7842812,-73.970337,ROOFTOP
"1918 1ST AVE #124, NEW YORK, NY 10029, USA",40.7844954,-73.9431003,ROOFTOP
"15 W 84TH ST, NEW YORK, NY 10024, USA",40.78457969999999,-73.9713227,ROOFTOP
"1901 1ST AVE STE 704, NEW YORK, NY 10029, USA",40.7849111,-73.94417419999999,ROOFTOP
"13 HELL GATE CIR, NEW YORK, NY 10035, USA",40.7851779,-73.9278533,ROOFTOP
"1901 1ST AVE, NEW YORK, NY 10029, USA",40.7852328,-73.94502899999999,ROOFTOP
"46 W 86TH ST STE 1A, NEW YORK, NY 10024, USA",40.785956,-73.97166299999999,ROOFTOP
"275 CENTRAL PARK W, NEW YORK, NY 10024, USA",40.7865331,-73.9688152,ROOFTOP
"1249 PARK AVE, NEW YORK, NY 10029, USA",40.7868651,-73.9517565,ROOFTOP
"1516 LEXINGTON AVE, NEW YORK, NY 10029, USA",40.78701239999999,-73.9505152,ROOFTOP
"5 EAST 95TH ST, NEW YORK, NY 10029, USA",40.7870424,-73.9555105,ROOFTOP
"345 E 102ND ST, NEW YORK, NY 10029, USA",40.7875048,-73.9423977,ROOFTOP
"333 EAST 102 STREET #534, NEW YORK, NY 10029, USA",40.7875193,-73.9426764,ROOFTOP
"295 CENTRAL PARK W APT 12H, NEW YORK, NY 10024, USA",40.7877638,-73.9678721,ROOFTOP
"210 E 102ND ST APT 13H, NEW YORK, NY 10029, USA",40.78838340000001,-73.9463919,ROOFTOP
"1160 5TH AVE, NEW YORK, NY 10029, USA",40.7884302,-73.9544887,ROOFTOP
"1425 MADISON AVE, NEW YORK, NY 10029, USA",40.7886376,-73.9524223,ROOFTOP
"ONE GUSTAVE L. LEVY PLACE, NEW YORK, NY 10029, USA",40.7888899,-73.9540398,GEOMETRIC_CENTER
"ONE GUSTAVE LEVY PLACE, NY, NY 10029, USA",40.7888899,-73.9540398,GEOMETRIC_CENTER
"5 E 98TH ST, NEW YORK, NY 10029, USA",40.7889691,-73.9538996,ROOFTOP
"1428 MADISON AVE FL 2, NEW YORK, NY 10029, USA",40.789055,-73.953115,ROOFTOP
"1428 MADISON AVE, NEW YORK, NY 10029, USA",40.789055,-73.953115,ROOFTOP
"5 E 98TH ST FL 5, NEW YORK, NY 10029, USA",40.7890717,-73.9538601,ROOFTOP
"600 EAST 125 ST., NEW YORK, NY 10035, USA",40.7891393,-73.9298302,ROOFTOP
"421 E 106TH ST, NEW YORK, NY 10029, USA",40.7892091,-73.93794539999999,ROOFTOP
"2398 BROADWAY, NEW YORK, NY 10024, USA",40.7892938,-73.9753386,ROOFTOP
"1176 5TH AVE, NEW YORK, NY 10029, USA",40.789339,-73.9537593,ROOFTOP
"620 COLUMBUS AVE, NEW YORK, NY 10024, USA",40.7893706,-73.9703328,ROOFTOP
"1468 MADISON AVE, NEW YORK, NY 10029, USA",40.7899029,-73.95238259999999,GEOMETRIC_CENTER
"1184 5TH AVE FL 2, NEW YORK, NY 10029, USA",40.7900579,-73.9538592,ROOFTOP
"575 W END AVE APT GRB, NEW YORK, NY 10024, USA",40.7901248,-73.9772637,ROOFTOP
"1468 MADISON AVE FL 3, NEW YORK, NY 10029, USA",40.790264,-73.9525967,ROOFTOP
"1 GUSTAVE L LEVY PLACE, NEW YORK, NY 10029, USA",40.7902952,-73.95373579999999,ROOFTOP
"1 GUSTAVE L LEVY PL, NEW YORK, NY 10029, USA",40.7902952,-73.95373579999999,ROOFTOP
"1 GUSTAV L LEVY PL, NEW YORK, NY 10029, USA",40.7902952,-73.95373579999999,ROOFTOP
"1 GUSTAVE L LEVY PL # 6000, NEW YORK, NY 10029, USA",40.7902952,-73.95373579999999,ROOFTOP
"1 GUSTAVE L. LEVY PLACE, NEW YORK, NY 10029, USA",40.7902952,-73.95373579999999,ROOFTOP
